char,profession,sub_profession,rarity,effects,合约Boss战_dmg,合约Boss战_time,合约Boss战_surv,日常挂机_dmg,日常挂机_time,日常挂机_surv,高压群怪_dmg,高压群怪_time,高压群怪_surv,合约Boss战_score,日常挂机_score,高压群怪_score
缠丸,WARRIOR,fearless,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
断罪者,WARRIOR,fearless,3,晕眩10s(覆盖100%),0.0,1875.0,0.0,0.0,12500.0,0.0,0.0,15000.0,0.0,0.1042,0.2727,0.3
预备干员-近卫,WARRIOR,fearless,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
霜叶,WARRIOR,lord,3,减速50%; 减速50%,0.0,3000.0,0.0,0.0,7500.0,0.0,0.0,6250.0,0.0,0.1667,0.1636,0.125
艾丝黛尔,WARRIOR,centurion,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
慕斯,WARRIOR,artsfghter,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
刻刀,WARRIOR,sword,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
宴,WARRIOR,musha,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
芳汀,WARRIOR,lord,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
罗小黑,WARRIOR,lord,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
石英,WARRIOR,crusher,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
休谟斯,WARRIOR,reaper,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
骋风,WARRIOR,librator,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
砾,SPECIAL,executor,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预备干员-特种,SPECIAL,executor,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
孑,SPECIAL,merchant,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
暗索,SPECIAL,hookmaster,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
末药,MEDIC,physician,3,治疗656/次,0.0,0.0,21875.0,0.0,0.0,5250.0,0.0,0.0,10937.5,0.0506,0.0253,0.0379
嘉维尔,MEDIC,physician,3,治疗198/次,0.0,0.0,6609.2,0.0,0.0,1586.2,0.0,0.0,3304.6,0.0153,0.0076,0.0115
苏苏洛,MEDIC,physician,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预备干员-医疗,MEDIC,physician,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
调香师,MEDIC,ringhealer,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
清流,MEDIC,healer,3,治疗260/秒,0.0,0.0,8683.3,0.0,0.0,2084.0,0.0,0.0,4341.7,0.0201,0.01,0.0151
褐果,MEDIC,wandermedic,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
角峰,TANK,protector,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
蛇屠箱,TANK,protector,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
泡泡,TANK,protector,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预备干员-重装,TANK,protector,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
露托,TANK,unyield,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
古米,TANK,guardian,3,晕眩0.5s(覆盖100%); 晕眩1s(覆盖100%),0.0,187.5,0.0,0.0,1250.0,0.0,0.0,1500.0,0.0,0.0104,0.0273,0.03
坚雷,TANK,artsprotector,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
深海色,SUPPORT,summoner,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
地灵,SUPPORT,slower,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
波登可,SUPPORT,slower,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预备干员-辅助,SUPPORT,slower,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
罗比菈塔,SUPPORT,craftsman,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盟约·辅助干员,SUPPORT,ritualist,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伊桑,SPECIAL,stalker,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
阿消,SPECIAL,pusher,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
维荻,SPECIAL,dollkeeper,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
云迹,SPECIAL,skywalker,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
猎蜂,WARRIOR,fighter,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杰克,WARRIOR,fighter,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
