char_name,profession,sub_profession,rarity,skill_index,skill_name,damage_type,scenario,target_def,target_res,atk_final,atk_base,trust_atk,pot_atk,mod_atk,tal_atk_pct,mult,hit_times,max_target,duration,interval,attack_count,per_hit_raw,per_hit_eff,burst_raw,burst_eff,dps_eff,cycle_dps_eff,cycle_dps_avg_eff,heal_total,heal_dps,heal_cycle_dps,chain_times,aoe_total_raw,elemental_total,element_type,elemental_dps,time_to_burst,time_to_burst_boss,burst_trigger_dps,burst_extra_dps,burst_dps,sp_type,sp_cost,init_sp,module_used
忍冬,PIONEER,pioneer,5,2,隐狐之艺,physical,base,0,0,677.0,562.0,60.0,0.0,55.0,0.0,2.1,1,1,10.0,0.375,27,1421.7,1421.7,38385,38385,3838.6,2132.6,2960.0,,,,,,,,,,,,,,1,18,10,剑舞
森蚺,TANK,duelist,5,0,轻型挂斧,physical,base,0,0,1207.0,1007.0,70.0,0.0,130.0,0.0,1.25,1,1,,,1,1508.8,1508.8,1508,1508,,,,,,,,,,,,,,,,,8,0,0,森蚺特限证章
森蚺,TANK,duelist,5,1,震慑劈砍,physical,base,0,0,1207.0,1007.0,70.0,0.0,130.0,0.0,2.8,1,1,18.0,2.0,9,3379.6,3379.6,30416,30416,1689.8,981.2,1331.6,,,,,,,,,,,,,,1,28,15,森蚺特限证章
森蚺,TANK,duelist,5,2,钢铁意志,physical,base,0,0,1207.0,1007.0,70.0,0.0,130.0,0.0,3.3,1,1,35.0,1.6,22,3983.1,3983.1,87628,87628,2503.7,1593.2,1878.5,,,,,,,,,,,,,,1,45,25,森蚺特限证章
山,WARRIOR,fighter,5,0,左勾扫拳,physical,base,0,0,706.9,587.0,45.0,0.0,75.0,0.0,2.3,1,2.0,,,1,1625.8,1625.8,1625,1625,,,,,,,,3251,,,,,,,,,2,3,0,“夜深人静”
山,WARRIOR,fighter,5,1,横扫架势,physical,base,0,0,706.9,587.0,45.0,0.0,75.0,0.0,1.8,1,1,,,1,1272.3,1272.3,1272,1272,,254.5,1244.1,,,,,,,,,,,,,,1,5,0,“夜深人静”
山,WARRIOR,fighter,5,2,震地碎岩击,physical,base,0,0,706.9,587.0,45.0,0.0,75.0,0.0,2.0,1,4.0,30.0,1.48,21,1413.7,1413.7,29687,29687,989.6,659.7,973.9,,,,,118750,,,,,,,,,1,40,25,“夜深人静”
珊比,TANK,primprotector,5,0,“还不走？”,physical,base,0,0,786.0,671.0,30.0,0.0,80.0,0.0,1.5,1,1,30.0,1.6,19,1179.0,1179.0,22401,22401,746.7,497.8,672.5,,,,,,,,,,,,,,1,30,15,出发的勇气
珊比,TANK,primprotector,5,1,“慢慢走~”,physical,base,0,0,786.0,671.0,30.0,0.0,80.0,0.0,0.85,1,1,20.0,1.6,13,668.1,668.1,8685,8685,434.3,299.5,462.1,,,,,,,,,,,,,,1,23,14,出发的勇气
珊比,TANK,primprotector,5,2,“不准走！”,physical,base,0,0,786.0,671.0,30.0,0.0,80.0,0.0,0.8,1,1,60.0,1.0,60,628.8,628.8,37728,37728,628.8,516.8,613.7,,,,,,,,,,,,,,1,55,42,出发的勇气
闪灵,MEDIC,physician,5,0,信条,none,base,0,0,841.2,530.0,80.0,0.0,63.0,0.25,1.8,1,1,20.0,2.111111111111111,10,1514.2,,15142,,,,,,,,,,,,,,,,,,1,40,20,“使徒”
闪灵,MEDIC,physician,5,1,自动掩护,none,base,0,0,841.2,530.0,80.0,0.0,63.0,0.25,0.5,1,1,3.0,2.4782608695652173,2,420.6,,841,,,,,841,280.4,105.2,,,,,,,,,,,1,5,0,“使徒”
闪灵,MEDIC,physician,5,2,教条力场,none,base,0,0,841.2,530.0,80.0,0.0,63.0,0.25,1.5,1,1,60.0,2.4782608695652173,25,1261.9,,31546,,,,,,,,,,,,,,,,,,1,120,115,“使徒”
Sharp,WARRIOR,fearless,5,0,快刀,physical,base,0,0,1362.0,955.0,85.0,0.0,95.0,0.2,1.7,1,1,30.0,1.3636363636363635,22,2315.4,2315.4,50938,50938,1698.0,1132.0,1464.9,,,,,,,,,,,,,,1,30,15,Sharp证章
Sharp,WARRIOR,fearless,5,1,亮剑,physical,base,0,0,1362.0,955.0,85.0,0.0,95.0,0.2,2.2,1,1,30.0,1.3636363636363635,22,2996.4,2996.4,65920,65920,2197.4,1318.4,1727.0,,,,,,,,,,,,,,1,30,10,Sharp证章
Sharp,WARRIOR,fearless,5,2,力战不竭,physical,base,0,0,1362.0,955.0,85.0,0.0,95.0,0.2,1.6,1,1,20.0,1.3636363636363635,15,2179.2,2179.2,32688,32688,1634.4,1089.6,1452.8,,,,,,,,,,,,,,1,40,30,Sharp证章
圣聆初雪,CASTER,phalanx,5,0,铃音吹雪,arts,base,0,0,991.0,836.0,80.0,0.0,75.0,0.0,5.2,1,1,,,1,5153.2,5153.2,5153,5153,,,,,,,,,,,,,,,,,1,12,12,千分之一的心
圣聆初雪,CASTER,phalanx,5,1,霜涛覆岭,arts,base,0,0,991.0,836.0,80.0,0.0,75.0,0.0,3.8,1,1,,,1,3765.8,3765.8,3765,3765,,83.7,590.2,,,,,,,,,,,,,,1,45,0,千分之一的心
圣聆初雪,CASTER,phalanx,5,2,群山俯首,arts,base,0,0,991.0,836.0,80.0,0.0,75.0,0.0,5.2,1,1,35.0,1.5384615384615385,23,5153.2,5153.2,118523,118523,3386.4,2756.4,2894.6,,,,,,,,,,,,,,1,50,42,千分之一的心
圣约送葬人,WARRIOR,reaper,5,0,遗嘱执行,physical,base,0,0,959.8,707.0,70.0,0.0,80.0,0.12,1.5,1,1,9.285714285714286,1.1607142857142858,8,1439.8,1439.8,11518,11518,1240.4,,,,,,,,,,,,,,,,2,8,0,已知悉
圣约送葬人,WARRIOR,reaper,5,1,近身铳斗,physical,base,0,0,959.8,707.0,70.0,0.0,80.0,0.12,1.8,1,1,13.92857142857143,1.1607142857142858,12,1727.7,1727.7,20732,20732,1488.5,,,,,,,,,,,,,,,,2,12,6,已知悉
圣约送葬人,WARRIOR,reaper,5,2,圣约决裁,physical,base,0,0,959.8,707.0,70.0,0.0,80.0,0.12,7.0,1,1,25.714285714285715,1.6071428571428572,16,6718.9,6718.9,107502,107502,4180.6,,,,,,,,,,,,,,,,2,24,12,已知悉
史尔特尔,WARRIOR,artsfghter,5,0,烈焰魔剑,physical,base,0,0,832.0,672.0,100.0,0.0,60.0,0.0,3.1,1,1,,,1,2579.2,2579.2,2579,2579,,,,,,,,,,,,,,,,,2,2,0,萨米的不灭心脏碎片
史尔特尔,WARRIOR,artsfghter,5,1,熔核巨影,physical,base,0,0,832.0,672.0,100.0,0.0,60.0,0.0,3.5200000000000005,1,2.0,18.0,1.25,15,2928.6,2928.6,43929,43929,2440.5,1830.4,2003.7,,,,,87859,,,,,,,,,1,18,12,萨米的不灭心脏碎片
史尔特尔,WARRIOR,artsfghter,5,2,黄昏,physical,base,0,0,832.0,672.0,100.0,0.0,60.0,0.0,4.3,1,4.0,60.0,1.25,48,3577.6,3577.6,171724,171724,2862.1,2641.9,2693.1,,,,,686899,,,,,,,,,1,5,0,萨米的不灭心脏碎片
弑君者,SPECIAL,executor,5,0,尘烟蔽目,physical,base,0,0,723.0,545.0,90.0,0.0,88.0,0.0,2.0,1,1,10.0,,1,1446.0,1446.0,1446,1446,144.6,,,,,,,,,,,,,,,,8,0,0,木炭画
弑君者,SPECIAL,executor,5,1,硝烟震爆,physical,base,0,0,723.0,545.0,90.0,0.0,88.0,0.0,5.0,1,1,8.0,,1,3615.0,3615.0,3615,3615,451.9,,,,,,,,,,,,,,,,8,0,0,木炭画
弑君者,SPECIAL,executor,5,2,烽烟行刑场,physical,base,0,0,723.0,545.0,90.0,0.0,88.0,0.0,2.5,2.0,1,16.0,0.93,18,1807.5,1807.5,65070,65070,4066.9,,,,,,,,,,,,,,,,8,0,0,木炭画
黍,TANK,guardian,5,1,嘉禾盈仓,physical,base,0,0,648.5,479.0,50.0,0.0,50.0,0.12,2.2,1,2.0,25.0,2.232142857142857,12,1426.7,1426.7,17119,17119,684.8,570.7,678.7,,,,,34239,,,,,,,,,1,25,20,“钦天司时”
黍,TANK,guardian,5,2,离离枯荣,physical,base,0,0,648.5,479.0,50.0,0.0,50.0,0.12,1.5,1,1,30.0,1.0714285714285714,28,972.7,972.7,27236,27236,907.9,605.2,807.0,,,,,,,,,,,,,,1,45,30,“钦天司时”
水月,SPECIAL,stalker,5,0,唤醒,physical,base,0,0,1210.0,865.0,110.0,0.0,125.0,0.1,3.0,1,1,,,3,3630.0,3630.0,10890,10890,,518.6,864.3,,,,,,,,,,,,,,1,7,0,水月特限证章
水月,SPECIAL,stalker,5,1,囚徒困境,physical,base,0,0,1210.0,865.0,110.0,0.0,125.0,0.1,1.3,1,1.0,21.0,2.0,11,1573.0,1573.0,17303,17303,824.0,665.5,758.6,,,,,,,,,,,,,,1,15,10,水月特限证章
水月,SPECIAL,stalker,5,2,镜花水月,physical,base,0,0,1210.0,865.0,110.0,0.0,125.0,0.1,2.5,1,2.0,30.0,3.5,9,3025.0,3025.0,27225,27225,907.5,453.8,635.2,,,,,54450,,,,,,,,,1,60,30,水月特限证章
斯卡蒂,WARRIOR,fearless,5,0,迅捷打击·γ型,physical,base,0,0,1368.0,1015.0,80.0,0.0,105.0,0.14,1.45,1,1,35.0,1.0344827586206897,34,1983.6,1983.6,67442,67442,1926.9,1226.2,1723.7,,,,,,,,,,,,,,1,35,15,往日残梦
斯卡蒂,WARRIOR,fearless,5,1,跃浪击,physical,base,0,0,1368.0,1015.0,80.0,0.0,105.0,0.14,2.7,1,1,30.0,,1,3693.6,3693.6,3693,3693,123.1,,,,,,,,,,,,,,,,8,0,0,往日残梦
斯卡蒂,WARRIOR,fearless,5,2,涌潮悲歌,physical,base,0,0,1368.0,1015.0,80.0,0.0,105.0,0.14,2.3,1,1,50.0,1.5,34,3146.4,3146.4,106977,106977,2139.6,1528.3,1801.9,,,,,,,,,,,,,,1,90,70,往日残梦
死芒,CASTER,soulcaster,5,0,噩愿,arts,base,0,0,735.0,633.0,45.0,0.0,55.0,0.0,4.5,1,1,,,1,3307.5,3307.5,3307,3307,,661.5,1249.5,,,,,,,,,,,,,,1,13,8,未处理的遗产
死芒,CASTER,soulcaster,5,1,折朽,arts,base,0,0,735.0,633.0,45.0,0.0,55.0,0.0,1.6,1,2.0,12.0,1.6,8,1176.0,1176.0,9408,9408,784.0,522.7,686.0,,,,,18816,,,,,,,,,1,20,14,未处理的遗产
死芒,CASTER,soulcaster,5,2,冠死以冕,arts,base,0,0,735.0,633.0,45.0,0.0,55.0,0.0,8.0,1,1,,,1,5880.0,5880.0,5880,5880,,534.5,1002.3,,,,,,,,,,,,,,1,16,5,未处理的遗产
司霆惊蛰,WARRIOR,librator,5,0,浩气长存,physical,base,0,0,432.0,360.0,30.0,0.0,42.0,0.0,3.55,1,1,,,1,1533.6,1533.6,1533,1533,,,,,,,,,,,,,,,,,1,11,17,“一念”
司霆惊蛰,WARRIOR,librator,5,1,正霆摄威,physical,base,0,0,432.0,360.0,30.0,0.0,42.0,0.0,1.5,1,1,36.0,1.2,30,648.0,648.0,19440,19440,540.0,341.1,477.5,,,,,,,,,,,,,,1,43,22,“一念”
司霆惊蛰,WARRIOR,librator,5,2,天地通明,mixed,base,0,0,432.0,360.0,30.0,0.0,42.0,0.0,0.7,1,1,24.0,2.9,9,302.4,302.4,2721,2721,113.4,69.8,213.8,,,,,,,,,,,,,,1,36,21,“一念”
伺夜,PIONEER,tactician,5,2,领袖的尊严,arts,base,0,0,592.0,462.0,80.0,0.0,50.0,0.0,0.5,1,1,15.0,1.0,15,296.0,296.0,4440,4440,296.0,111.0,481.0,,,,,,,,,,,,,,1,35,10,时光不再
Stormeye,SNIPER,fastshot,5,0,破空,physical,base,0,0,650.0,510.0,90.0,0.0,50.0,0.0,1.2,1,1,20.0,0.5555555555555556,36,780.0,780.0,28080,28080,1404.0,702.0,1287.0,,,,,,,,,,,,,,1,30,10,Stormeye证章
Stormeye,SNIPER,fastshot,5,1,心手合一,physical,base,0,0,650.0,510.0,90.0,0.0,50.0,0.0,1.15,1,2.0,,,1,747.5,747.5,747,747,,14.9,665.0,,,,,1494,,,,,,,,,1,50,0,Stormeye证章
Stormeye,SNIPER,fastshot,5,2,旋臂,physical,base,0,0,650.0,510.0,90.0,0.0,50.0,0.0,1.0,2.0,3.0,30.0,1.0,30,650.0,650.0,39000,39000,1300.0,650.0,975.0,,,,,117000,,,,,,,,,1,50,20,Stormeye证章
溯光星源,SUPPORT,slower,5,0,星图闪烁,arts,base,0,0,737.0,533.0,75.0,0.0,50.0,0.12,2.0,1,1,20.0,1.881188118811881,11,1473.9,1473.9,16213,16213,810.7,463.2,631.7,,,,,,,,,,,,,,1,30,15,探索者的收藏
溯光星源,SUPPORT,slower,5,1,星束引力,arts,base,0,0,737.0,533.0,75.0,0.0,50.0,0.12,1.45,1,3.0,,,1,1068.6,1068.6,1068,1068,,,,,,,,3205,,,,,,,,,2,3,0,探索者的收藏
溯光星源,SUPPORT,slower,5,2,并流连锁,arts,base,0,0,737.0,533.0,75.0,0.0,50.0,0.12,1.7,1,2.0,25.0,1.188118811881188,22,1252.8,1252.8,27562,27562,1102.5,787.5,913.8,,,,,55124,,,,,,,,,1,35,25,探索者的收藏
塑心,SUPPORT,ritualist,5,0,“黄金的狂喜”,arts,base,0,0,565.0,485.0,40.0,0.0,40.0,0.0,3.0,1,1,,,1,1695.0,1695.0,1695,1695,,,,,,,,,621,withered,,,,,,,1,6,18,强弱法
塑心,SUPPORT,ritualist,5,2,“自由的探戈”,arts,base,0,0,565.0,485.0,40.0,0.0,40.0,0.0,2.8,1,1,40.0,,1,1582.0,1582.0,1582,1582,39.5,26.4,148.8,,,,,,,,,,,,,,1,60,40,强弱法
提丰,SNIPER,siegesniper,5,0,迅捷打击·γ型,physical,base,0,0,1249.0,1045.0,110.0,0.0,94.0,0.0,1.45,1,1,35.0,1.5789473684210527,23,1811.0,1811.0,41654,41654,1190.1,757.3,1052.6,,,,,,,,,,,,,,1,35,15,冰原的影子
提丰,SNIPER,siegesniper,5,1,冰原秩序,physical,base,0,0,1249.0,1045.0,110.0,0.0,94.0,0.0,1.5,1,1,20.0,2.2429906542056073,9,1873.5,1873.5,16861,16861,843.1,602.2,780.6,,,,,,,,,,,,,,1,50,42,冰原的影子
提丰,SNIPER,siegesniper,5,2,“永恒狩猎”,physical,base,0,0,1249.0,1045.0,110.0,0.0,94.0,0.0,1.75,5.0,1,51.40186915887851,5.140186915887851,10,2185.8,2185.8,109287,109287,2126.1,1645.8,1777.5,,,,,,,,,,,,,,1,40,25,冰原的影子
缇缇,MEDIC,incantationmedic,5,0,缓蚀,none,base,0,0,651.0,548.0,50.0,0.0,53.0,0.0,2.0,1,1,17.0,1.3333333333333333,13,1302.0,,16926,,,,,,,,,,,,,,,,,,1,40,18,远方的礼物
缇缇,MEDIC,incantationmedic,5,1,封护,none,base,0,0,651.0,548.0,50.0,0.0,53.0,0.0,2.8,1,1,15.0,1.3333333333333333,12,1822.8,,21873,,,,,,,,,,,,,,,,,,1,20,15,远方的礼物
缇缇,MEDIC,incantationmedic,5,2,旧日绽放,arts,base,0,0,651.0,548.0,50.0,0.0,53.0,0.0,2.8,1,2.0,25.0,1.3333333333333333,19,1822.8,1822.8,34633,34633,1385.3,1018.6,1152.7,,,,,69266,,,,,,,,,1,37,28,远方的礼物
Touch,MEDIC,physician,5,0,慨赠,none,base,0,0,645.0,525.0,70.0,0.0,50.0,0.0,1.6,1,1,20.0,2.85,8,1032.0,,8256,,,,,8256,412.8,206.4,,,,,,,,,,,1,40,20,Touch证章
Touch,MEDIC,physician,5,2,恳切福音,none,base,0,0,645.0,525.0,70.0,0.0,50.0,0.0,2.0999999999999996,1,2.0,40.0,2.85,15,1354.5,,20317,,,,,20317,507.9,338.6,,40634,,,,,,,,,1,70,50,Touch证章
推进之王,PIONEER,pioneer,5,1,跃空锤,physical,base,0,0,709.6,515.0,60.0,0.0,82.0,0.08,3.4,1,1,,,1,2412.5,2412.5,2412,2412,,,,,,,,,,,,,,,,,1,10,10,“初诺”
推进之王,PIONEER,pioneer,5,2,碎颅击,physical,base,0,0,709.6,515.0,60.0,0.0,82.0,0.08,3.8,1,1,25.0,2.05,13,2696.3,2696.3,35052,35052,1402.1,1168.4,1286.7,,,,,,,,,,,,,,1,30,25,“初诺”
W,SNIPER,aoesniper,5,0,红桃K,physical,base,0,0,1110.7,912.0,100.0,0.0,85.0,0.0125,3.5,1,1,,,1,3887.5,3887.5,3887,3887,,243.0,659.5,,,,,,,,,,,,,,1,16,0,刺棱钝刃
W,SNIPER,aoesniper,5,1,惊吓盒子,physical,base,0,0,1110.7,912.0,100.0,0.0,85.0,0.0125,2.8,1,1,,,1,3110.0,3110.0,3109,3109,,388.7,805.3,,,,,,,,,,,,,,1,8,0,刺棱钝刃
W,SNIPER,aoesniper,5,2,D12,physical,base,0,0,1110.7,912.0,100.0,0.0,85.0,0.0125,3.1,1,4.0,,,1,3443.2,3443.2,3443,3443,,264.9,692.1,,,,,13772,,,,,,,,,1,33,20,刺棱钝刃
望,SPECIAL,traper,5,0,取势,arts,base,0,0,729.0,589.0,80.0,0.0,60.0,0.0,1.35,1,1,,,2,984.2,984.2,1968,1968,,123.0,988.7,,,,,,,,,,,,,,1,16,0,兽形棋盒
望,SPECIAL,traper,5,1,连星,arts,base,0,0,729.0,589.0,80.0,0.0,60.0,0.0,5.8,1,1,,,2,4228.2,4228.2,8456,8456,,563.8,1438.6,,,,,,,,,,,,,,1,15,0,兽形棋盒
望,SPECIAL,traper,5,2,天下劫,arts,base,0,0,729.0,589.0,80.0,0.0,60.0,0.0,3.8,1,1,17.0,0.85,20,2770.2,2770.2,55404,55404,3259.1,1910.5,2287.6,,,,,,,,,,,,,,1,50,38,兽形棋盒
维娜·维多利亚,WARRIOR,artsfghter,5,0,重铸晖光,physical,base,0,0,861.0,675.0,70.0,0.0,75.0,0.05,1.8,1,1,,,1,1549.8,1549.8,1549,1549,,310.0,998.8,,,,,,,,,,,,,,1,5,0,秩序圣“球”
维娜·维多利亚,WARRIOR,artsfghter,5,1,进赴故土,physical,base,0,0,861.0,675.0,70.0,0.0,75.0,0.05,2.8,1,2.0,,,1,2410.8,2410.8,2410,2410,,34.4,723.2,,,,,4821,,,,,,,,,1,70,0,秩序圣“球”
维娜·维多利亚,WARRIOR,artsfghter,5,2,俱以我之名,true,base,0,0,861.0,675.0,70.0,0.0,75.0,0.05,2.9,1,4.0,25.0,1.0,25,2496.9,2496.9,62422,62422,2496.9,1560.6,1818.9,,,,,249690,,,,,,,,,1,50,35,秩序圣“球”
维什戴尔,SNIPER,bombarder,5,1,饱和复仇,physical,base,0,0,842.0,687.0,90.0,0.0,65.0,0.0,1.08,1,1,25.0,1.308411214953271,20,909.4,909.4,18187,18187,727.5,519.6,664.0,,,,,,,,,,,,,,1,25,15,“祖宗发射器”
维什戴尔,SNIPER,bombarder,5,2,爆裂黎明,physical,base,0,0,842.0,687.0,90.0,0.0,65.0,0.0,6.16,1,1,28.037383177570092,4.672897196261682,6,5186.7,5186.7,31120,31120,1110.0,818.2,951.0,,,,,,,,,,,,,,1,50,40,“祖宗发射器”
薇薇安娜,WARRIOR,artsfghter,5,0,光影迅捷剑,physical,base,0,0,806.0,646.0,100.0,0.0,60.0,0.0,2.0,1,1,,,1,1612.0,1612.0,1612,1612,,403.0,1209.0,,,,,,,,,,,,,,1,4,0,目不能及之处
薇薇安娜,WARRIOR,artsfghter,5,1,烛燃影息,physical,base,0,0,806.0,646.0,100.0,0.0,60.0,0.0,2.0999999999999996,1,1,35.0,1.25,28,1692.6,1692.6,47392,47392,1354.1,1053.2,1196.5,,,,,,,,,,,,,,1,25,15,目不能及之处
薇薇安娜,WARRIOR,artsfghter,5,2,“明灭”,physical,base,0,0,806.0,646.0,100.0,0.0,60.0,0.0,2.1,1,1,15.0,1.75,9,1692.6,1692.6,15233,15233,1015.6,692.4,912.2,,,,,,,,,,,,,,1,25,18,目不能及之处
温蒂,SPECIAL,pusher,5,0,炮管敲击,physical,base,0,0,952.8,677.0,45.0,0.0,72.0,0.2,1.5,1,1,,,1,1429.2,1429.2,1429,1429,,285.8,1238.6,,,,,,,,,,,,,,1,5,0,仿生海龙改型
温蒂,SPECIAL,pusher,5,1,水炮模式,physical,base,0,0,952.8,677.0,45.0,0.0,72.0,0.2,3.0,1,1,,,1,2858.4,2858.4,2858,2858,,40.8,843.9,,,,,,,,,,,,,,1,70,0,仿生海龙改型
温蒂,SPECIAL,pusher,5,2,液氮大炮,arts,base,0,0,952.8,677.0,45.0,0.0,72.0,0.2,3.5,1,1,8.0,,1,3334.8,3334.8,3334,3334,416.8,158.8,657.9,,,,,,,,,,,,,,1,33,20,仿生海龙改型
乌尔比安,WARRIOR,crusher,5,0,必须促成的接触,physical,base,0,0,1799.0,1569.0,80.0,0.0,120.0,0.0,2.7,1,2.0,,,1,4857.3,4857.3,4857,4857,,1214.3,2113.8,,,,,9714,,,,,,,,,1,4,0,乌尔比安的衣橱
乌尔比安,WARRIOR,crusher,5,1,必须维系的界限,physical,base,0,0,1799.0,1569.0,80.0,0.0,120.0,0.0,2.6,1,1,,,1,4677.4,4677.4,4677,4677,,66.8,786.4,,,,,,,,,,,,,,1,70,0,乌尔比安的衣橱
乌尔比安,WARRIOR,crusher,5,2,必须开辟的通路,physical,base,0,0,1799.0,1569.0,80.0,0.0,120.0,0.0,5.760000000000001,1,1,25.0,,1,10362.2,10362.2,10362,10362,414.5,345.4,465.3,,,,,,,,,,,,,,1,25,20,乌尔比安的衣橱
夕,CASTER,splashcaster,5,0,工笔入化,arts,base,0,0,1132.2,918.0,110.0,0.0,82.0,0.02,2.5,1,1,,,3,2830.5,2830.5,8491,8491,,566.1,1019.0,,,,,,,,,,,,,,1,5,0,“终夜无寐”
夕,CASTER,splashcaster,5,1,泼墨淋漓,arts,base,0,0,1132.2,918.0,110.0,0.0,82.0,0.02,2.015,1,1,20.0,1.7901234567901234,12,2281.4,2281.4,27376,27376,1368.8,829.6,1104.1,,,,,,,,,,,,,,1,38,25,“终夜无寐”
夕,CASTER,splashcaster,5,2,写意胜形,arts,base,0,0,1132.2,918.0,110.0,0.0,82.0,0.02,2.2,1,1,60.0,3.0841121495327104,20,2490.8,2490.8,49816,49816,830.3,553.5,704.5,,,,,,,,,,,,,,1,100,70,“终夜无寐”
瑕光,TANK,guardian,5,0,光芒涌动,physical,base,0,0,650.0,491.0,90.0,0.0,69.0,0.0,2.6,1,1,,,1,1690.0,1690.0,1690,1690,,422.5,1072.5,,,,,,,,,,,,,,1,4,0,“长骑”
瑕光,TANK,guardian,5,1,慑敌辉光,physical,base,0,0,650.0,491.0,90.0,0.0,69.0,0.0,2.1,1,1,10.0,,1,1365.0,1365.0,1365,1365,136.5,,,,,,,,,,,,,,,,4,12,0,“长骑”
瑕光,TANK,guardian,5,2,先贤化身,arts,base,0,0,650.0,491.0,90.0,0.0,69.0,0.0,2.1,1,1,30.0,1.2,25,1365.0,1365.0,34125,34125,1137.5,,,,,,,,,,,,,,,,4,25,15,“长骑”
星熊,TANK,protector,5,0,战意,physical,base,0,0,756.0,430.0,60.0,0.0,70.0,0.35,1.4,1,1,30.0,1.2,25,1058.4,1058.4,26459,26459,882.0,529.2,786.2,,,,,,,,,,,,,,1,40,20,友人们的赠礼
星熊,TANK,protector,5,1,荆棘,physical,base,0,0,756.0,430.0,60.0,0.0,70.0,0.35,1.0,1,1,,,1,756.0,756.0,756,756,,,,,,,,,,,,,,,,,8,0,0,友人们的赠礼
星熊,TANK,protector,5,2,力之锯,physical,base,0,0,756.0,430.0,60.0,0.0,70.0,0.35,2.4,1,1,25.0,1.2,21,1814.4,1814.4,38102,38102,1524.1,846.7,1132.3,,,,,,,,,,,,,,1,50,30,友人们的赠礼
信仰搅拌机,TANK,shotprotector,5,0,铳骑主考官,physical,base,0,0,733.7,504.0,60.0,0.0,74.0,0.15,1.9,1,1,,,1,1394.0,1394.0,1394,1394,,,,,,,,,,,,,,,,,4,4,3,“老朋友”
信仰搅拌机,TANK,shotprotector,5,1,八臂电锯侠,physical,base,0,0,733.7,504.0,60.0,0.0,74.0,0.15,2.5,1,1,2.3300970873786406,1.1650485436893203,2,1834.2,1834.2,3668,3668,1574.4,211.7,762.1,,,,,,,,,,,,,,1,50,35,“老朋友”
信仰搅拌机,TANK,shotprotector,5,2,退休前布道,physical,base,0,0,733.7,504.0,60.0,0.0,74.0,0.15,3.2,1,3.0,37.86407766990292,1.2621359223300972,30,2347.8,2347.8,70435,70435,1860.2,1471.6,1609.5,,,,,211305,,,,,,,,,1,35,25,“老朋友”
新约能天使,SPECIAL,geek,5,0,天空大扫除,physical,base,0,0,918.9,708.0,70.0,0.0,65.0,0.09,2.5,1,1,10.4,1.3,8,2297.2,2297.2,18377,18377,1767.1,1276.2,1531.5,,,,,,,,,,,,,,1,12,8,新朋友圣城生活套组
新约能天使,SPECIAL,geek,5,1,开火成瘾症,physical,base,0,0,918.9,708.0,70.0,0.0,65.0,0.09,3.0,1,1.0,21.000000000000004,0.6000000000000001,35,2756.6,2756.6,96481,96481,4594.4,3710.8,3852.2,,,,,,,,,,,,,,1,30,25,新朋友圣城生活套组
新约能天使,SPECIAL,geek,5,2,使命必达！,physical,base,0,0,918.9,708.0,70.0,0.0,65.0,0.09,2.08,1,1,13.0,1.3,10,1911.2,1911.2,19112,19112,1470.2,1061.8,1266.0,,,,,,,,,,,,,,1,35,30,新朋友圣城生活套组
焰狐龙梓兰,SNIPER,closerange,5,1,飞翔瞪射,physical,base,0,0,1274.4,842.0,100.0,0.0,120.0,0.2,3.0,1,1,4.2,,1,3823.2,3823.2,3823,3823,910.3,531.0,885.0,,,,,,,,,,,,,,1,20,17,梓兰特制箭靶
焰狐龙梓兰,SNIPER,closerange,5,2,龙之箭,mixed,base,0,0,1274.4,842.0,100.0,0.0,120.0,0.2,3.6,1,1,,,1,4587.8,5352.5,4587,5352,,,,,,,,,,,,,,,,,1,25,30,梓兰特制箭靶
焰尾,PIONEER,pioneer,5,1,“红松林”,physical,base,0,0,681.0,526.0,85.0,0.0,70.0,0.0,2.4,1,6.0,,,1,1634.4,1634.4,1634,1634,,163.4,844.4,,,,,9806,,,,,,,,,1,40,30,她们的未来
焰尾,PIONEER,pioneer,5,2,焰心,physical,base,0,0,681.0,526.0,85.0,0.0,70.0,0.0,1.9,1,1,8.0,1.75,5,1293.9,1293.9,6469,6469,808.7,359.4,737.8,,,,,,,,,,,,,,1,16,6,她们的未来
焰影苇草,MEDIC,incantationmedic,5,0,迅捷打击·γ型,none,base,0,0,666.8,550.0,50.0,0.0,67.0,0.0,1.45,1,1,35.0,1.103448275862069,32,966.9,,30939,,,,,,,,,,,,,,,,,,1,35,15,“独属自己的一隅”
焰影苇草,MEDIC,incantationmedic,5,1,枯荣共息,arts,base,0,0,666.8,550.0,50.0,0.0,67.0,0.0,2.4,1,2.0,20.0,1.6,13,1600.3,1600.3,20804,20804,1040.2,717.4,855.3,,,,,41608,,,,,,,,,1,27,18,“独属自己的一隅”
遥,SUPPORT,blessing,5,1,幽隙栖萤,arts,base,0,0,587.0,480.0,55.0,0.0,52.0,0.0,1.4,1,1,26.0,1.6,17,821.8,821.8,13970,13970,537.3,324.9,475.1,,,,,,,,,,,,,,1,17,0,迟来的纪念
遥,SUPPORT,blessing,5,2,夏末游鳞,arts,base,0,0,587.0,480.0,55.0,0.0,52.0,0.0,1.2400000000000002,1,1,40.0,1.0,40,727.9,727.9,29115,29115,727.9,619.5,681.9,,,,,,,,,,,,,,1,60,53,迟来的纪念
