char_name,profession,sub_profession,rarity,atk,max_hp,def,magic_resistance,range_size,fragile,def_shred_pct,def_shred_flat,slow,ally_atk_pct,ally_as,control_dur,inspire_pct,inspire_atk,support_score,effects
响石,TANK,primprotector,4,606.0,3983,630.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,
暴行,WARRIOR,centurion,4,879.7,2430,448.5,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.7,0.0,
夜魔,CASTER,corecaster,4,890.4,1510,120.0,20.0,10,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,890.4,24.0,
格拉尼,PIONEER,charger,4,552.0,2435,504.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,
夜烟,CASTER,corecaster,3,683.0,1420,135.0,19.7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,0.0,
预备干员-术师,CASTER,corecaster,3,623.0,1399,110.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,0.0,
远山,CASTER,splashcaster,3,993.6,2237,118.0,20.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.6,0.0,
格雷伊,CASTER,splashcaster,3,699.0,2007,130.0,20.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,0.0,
协律,CASTER,blastcaster,3,948.0,1703,110.0,20.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,0.0,
卡达,CASTER,funnel,3,400.0,1440,135.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,
深靛,CASTER,mystic,3,1286.0,1435,117.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.0,0.0,
布丁,CASTER,chain,3,709.9,1456,108.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.9,0.0,
杰西卡,SNIPER,fastshot,3,604.2,1320,184.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.2,0.0,
流星,SNIPER,fastshot,3,560.0,1550,165.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,
红云,SNIPER,fastshot,3,581.0,1400,162.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,
梅,SNIPER,fastshot,3,638.4,1632,105.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,638.4,1.2,停顿2.5s(覆盖100%)
预备干员-狙击,SNIPER,fastshot,3,557.3,1550,100.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.3,0.0,
白雪,SNIPER,aoesniper,3,1076.4,1790,100.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.4,0.0,减速0%(覆盖50%)
松果,SNIPER,reaperrange,3,762.0,2200,197.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0,
安比尔,SNIPER,longrange,3,1133.0,1690,122.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1133.0,1.0,晕眩2s(覆盖100%)
酸糖,SNIPER,closerange,3,815.0,1576,259.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,0.0,
铅踝,SNIPER,siegesniper,3,1301.8,1550,175.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301.8,0.0,
跃跃,SNIPER,loopshooter,3,695.0,2380,160.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0,
讯使,PIONEER,pioneer,3,435.0,2180,510.9,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,
清道夫,PIONEER,pioneer,3,656.6,1835,388.6,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.6,0.0,
预备干员-先锋,PIONEER,pioneer,3,486.0,1750,330.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,
红豆,PIONEER,charger,3,684.0,1955,351.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0,
桃金娘,PIONEER,bearer,3,520.0,1715,385.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,
豆苗,PIONEER,tactician,3,480.0,1709,143.8,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,
冬时,PIONEER,agent,3,537.0,1955,295.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,0.0,
杜宾,WARRIOR,instructor,3,753.5,2104,412.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.5,0.0,
缠丸,WARRIOR,fearless,3,971.0,6048,155.8,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,
断罪者,WARRIOR,fearless,3,1031.0,3705,188.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1031.0,5.0,晕眩10s(覆盖100%)
预备干员-近卫,WARRIOR,fearless,3,939.6,3885,148.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.6,0.0,
霜叶,WARRIOR,lord,3,710.0,2260,413.0,10.0,8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,710.0,20.0,
艾丝黛尔,WARRIOR,centurion,3,742.0,2970,315.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,0.0,
慕斯,WARRIOR,artsfghter,3,714.0,2565,392.0,15.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,0.0,
刻刀,WARRIOR,sword,3,706.0,2470,325.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0,0.0,
宴,WARRIOR,musha,3,814.3,3684,366.1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.3,0.0,
芳汀,WARRIOR,lord,3,740.0,2435,340.0,10.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,0.0,
罗小黑,WARRIOR,lord,3,768.0,2140,375.0,10.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,
石英,WARRIOR,crusher,3,1740.8,6876,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.8,0.0,
休谟斯,WARRIOR,reaper,3,666.0,2350,500.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,0.0,
骋风,WARRIOR,librator,3,342.0,3885,511.0,15.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,
砾,SPECIAL,executor,3,452.0,1855,418.7,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,
预备干员-特种,SPECIAL,executor,3,464.4,1520,295.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.4,0.0,
孑,SPECIAL,merchant,3,764.0,2484,428.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,0.0,
暗索,SPECIAL,hookmaster,3,759.0,1920,385.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,0.0,
末药,MEDIC,physician,3,525.0,1520,131.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,
嘉维尔,MEDIC,physician,3,566.5,1650,282.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.5,0.0,
苏苏洛,MEDIC,physician,3,548.0,1445,122.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,
预备干员-医疗,MEDIC,physician,3,518.4,1400,130.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.4,0.0,
调香师,MEDIC,ringhealer,3,385.0,1800,145.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,
清流,MEDIC,healer,3,521.0,1515,150.0,10.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,
褐果,MEDIC,wandermedic,3,454.0,1307,101.0,10.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,
角峰,TANK,protector,3,375.0,4000,720.0,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,
蛇屠箱,TANK,protector,3,365.0,3275,997.1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,0.0,
泡泡,TANK,protector,3,369.9,3666,785.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.9,0.0,
预备干员-重装,TANK,protector,3,325.0,3040,697.4,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,
露托,TANK,unyield,3,790.0,4300,605.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,0.0,
古米,TANK,guardian,3,490.0,3200,562.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,490.0,0.5,晕眩0.5s(覆盖100%); 晕眩1s(覆盖100%)
坚雷,TANK,artsprotector,3,770.6,3277,613.8,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.6,0.0,
深海色,SUPPORT,summoner,3,438.0,1684,125.0,15.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,
地灵,SUPPORT,slower,3,530.0,1335,139.0,20.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,
波登可,SUPPORT,slower,3,634.4,1273,96.0,20.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.4,0.0,
预备干员-辅助,SUPPORT,slower,3,526.0,1165,98.0,20.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,0.0,
罗比菈塔,SUPPORT,craftsman,3,570.0,2720,694.4,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,
盟约·辅助干员,SUPPORT,ritualist,3,482.0,1382,100.0,15.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,
伊桑,SPECIAL,stalker,3,802.0,2280,337.0,30.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,0.0,
阿消,SPECIAL,pusher,3,648.0,2175,387.0,23.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,
维荻,SPECIAL,dollkeeper,3,777.0,2551,259.0,8.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,0.0,
云迹,SPECIAL,skywalker,3,727.0,2255,470.8,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,0.0,
猎蜂,WARRIOR,fighter,3,661.3,2605,312.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.3,0.0,
杰克,WARRIOR,fighter,3,619.0,2518,328.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0,
