size,dps,skill,supports,def,combined,uplift,utility
4,忍冬,隐狐之艺,巫恋+华法琳+和弦,300,7052,1.418,6.0
4,忍冬,隐狐之艺,巫恋+华法琳+夜魔,300,7052,1.418,6.0
4,忍冬,隐狐之艺,巫恋+华法琳+烛煌,300,7052,1.418,7.5
4,领主·Sharp,沉默的爆发,凛御银灰+海蒂+灵知,300,7051,0.987,0.0
4,佩佩,阻遏混乱锤,初雪+铃兰+华法琳,1200,7051,2.445,0.0
4,新约能天使,开火成瘾症,巫恋+极境+铃兰,300,7050,0.722,6.0
4,新约能天使,开火成瘾症,巫恋+铃兰+引星棘刺,300,7050,0.722,0.0
4,涤火杰西卡,饱和迸射,巫恋+极境+海蒂,300,7049,0.947,6.0
4,涤火杰西卡,饱和迸射,巫恋+海蒂+引星棘刺,300,7049,0.947,0.0
4,佩佩,阻遏混乱锤,铃兰+灵知+华法琳,300,7049,1.392,0.0
4,忍冬,隐狐之艺,初雪+海蒂+濯尘芙蓉,300,7046,1.416,4.5
4,烛煌,众恶的焚场,巫恋+铃兰+灵知,300,7042,0.83,0.0
4,烛煌,众恶的焚场,初雪+铃兰+灵知,300,7042,0.83,0.0
3,领主·Sharp,沉默的爆发,巫恋+华法琳,1200,7041,1.888,0.0
4,领主·Sharp,沉默的爆发,巫恋+塞雷娅+华法琳,1200,7041,1.888,6.0
4,领主·Sharp,沉默的爆发,巫恋+华法琳+阿斯卡纶,1200,7041,1.888,6.0
4,领主·Sharp,沉默的爆发,巫恋+华法琳+予愿安洁莉娜,1200,7041,1.888,6.0
4,领主·Sharp,沉默的爆发,巫恋+华法琳+泥岩,1200,7041,1.888,6.0
4,领主·Sharp,沉默的爆发,巫恋+华法琳+和弦,1200,7041,1.888,6.0
4,领主·Sharp,沉默的爆发,巫恋+华法琳+夜魔,1200,7041,1.888,6.0
4,领主·Sharp,沉默的爆发,巫恋+华法琳+烛煌,1200,7041,1.888,7.5
4,新约能天使,开火成瘾症,凛御银灰+极境+海蒂,300,7040,0.719,6.0
4,新约能天使,开火成瘾症,凛御银灰+海蒂+引星棘刺,300,7040,0.719,0.0
4,涤火杰西卡,饱和迸射,极境+铃兰+华法琳,300,7040,0.945,6.0
4,涤火杰西卡,饱和迸射,铃兰+引星棘刺+华法琳,300,7040,0.945,0.0
4,佩佩,阻遏混乱锤,巫恋+灵知+华法琳,1200,7039,2.44,0.0
4,灵知,失温症,巫恋+初雪+濯尘芙蓉,300,7039,0.78,4.5
4,涤火杰西卡,饱和迸射,初雪+极境+海蒂,1200,7038,1.256,6.0
4,涤火杰西卡,饱和迸射,初雪+海蒂+引星棘刺,1200,7038,1.256,0.0
4,百炼嘉维尔,丛林之魂,巫恋+初雪+濯尘芙蓉,300,7038,1.033,4.5
4,百炼嘉维尔,丛林之魂,巫恋+初雪+濯尘芙蓉,1200,7038,2.544,4.5
4,忍冬,隐狐之艺,凛御银灰+海霓+华法琳,300,7038,1.413,6.0
4,赤刃明霄陈,赤霄·绝影-驰,凛御银灰+灵知+华法琳,300,7038,1.345,0.0
4,能天使,过载模式,海蒂+铃兰+灵知,300,7037,1.419,0.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+濯尘芙蓉,300,7037,0.983,4.5
4,佩佩,时光震荡,巫恋+灵知+华法琳,300,7037,1.555,0.0
4,忍冬,隐狐之艺,凛御银灰+初雪+华法琳,1200,7034,11.203,0.0
4,佩佩,阻遏混乱锤,巫恋+濯尘芙蓉+华法琳,300,7032,1.387,4.5
4,隐德来希,灵与欲的惜别,巫恋+灵知+华法琳,300,7032,1.769,0.0
3,新约能天使,开火成瘾症,初雪+灵知,300,7031,0.717,0.0
4,新约能天使,开火成瘾症,初雪+塞雷娅+灵知,300,7031,0.717,6.0
4,新约能天使,开火成瘾症,初雪+灵知+阿斯卡纶,300,7031,0.717,6.0
4,新约能天使,开火成瘾症,初雪+灵知+予愿安洁莉娜,300,7031,0.717,6.0
4,新约能天使,开火成瘾症,初雪+灵知+泥岩,300,7031,0.717,6.0
4,新约能天使,开火成瘾症,初雪+灵知+和弦,300,7031,0.717,6.0
4,新约能天使,开火成瘾症,初雪+灵知+夜魔,300,7031,0.717,6.0
4,新约能天使,开火成瘾症,初雪+灵知+烛煌,300,7031,0.717,7.5
4,新约能天使,开火成瘾症,凛御银灰+初雪+灵知,1200,7030,1.71,0.0
4,能天使,过载模式,凛御银灰+初雪+海霓,300,7030,1.417,6.0
4,隐德来希,灵与欲的惜别,凛御银灰+初雪+华法琳,300,7030,1.768,0.0
4,可露希尔,Q.E.D.,凛御银灰+巫恋+华法琳,300,7027,1.836,0.0
4,予愿安洁莉娜,酸橙的心事,巫恋+灵知+华法琳,1200,7026,2.04,0.0
4,能天使,过载模式,凛御银灰+巫恋+极境,300,7024,1.415,6.0
4,能天使,过载模式,凛御银灰+巫恋+引星棘刺,300,7024,1.415,0.0
4,予愿安洁莉娜,酸橙的心事,巫恋+海蒂+华法琳,1200,7024,2.039,0.0
4,可露希尔,Q.E.D.,初雪+铃兰+华法琳,300,7020,1.833,0.0
4,真言,无言为真,巫恋+铃兰+华法琳,300,7017,1.402,0.0
4,真言,无言为真,初雪+铃兰+华法琳,300,7017,1.402,0.0
4,涤火杰西卡,掩蔽护卫,海霓+铃兰+华法琳,300,7013,1.436,6.0
4,新约能天使,开火成瘾症,初雪+极境+铃兰,1200,7011,1.702,6.0
4,新约能天使,开火成瘾症,初雪+铃兰+引星棘刺,1200,7011,1.702,0.0
3,百炼嘉维尔,丛林之魂,凛御银灰+华法琳,300,7011,1.025,0.0
4,百炼嘉维尔,丛林之魂,凛御银灰+塞雷娅+华法琳,300,7011,1.025,6.0
4,百炼嘉维尔,丛林之魂,凛御银灰+华法琳+阿斯卡纶,300,7011,1.025,6.0
4,百炼嘉维尔,丛林之魂,凛御银灰+华法琳+予愿安洁莉娜,300,7011,1.025,6.0
4,百炼嘉维尔,丛林之魂,凛御银灰+华法琳+泥岩,300,7011,1.025,6.0
4,百炼嘉维尔,丛林之魂,凛御银灰+华法琳+和弦,300,7011,1.025,6.0
4,百炼嘉维尔,丛林之魂,凛御银灰+华法琳+夜魔,300,7011,1.025,6.0
4,百炼嘉维尔,丛林之魂,凛御银灰+华法琳+烛煌,300,7011,1.025,7.5
4,重岳,拂尘,海霓+海蒂+华法琳,300,7009,1.366,6.0
4,重岳,拂尘,凛御银灰+铃兰+华法琳,300,7004,1.364,0.0
4,重岳,拂尘,凛御银灰+巫恋+华法琳,1200,7002,2.395,0.0
4,能天使,扫射模式,巫恋+初雪+海霓,300,7001,1.773,6.0
4,能天使,扫射模式,巫恋+初雪+海霓,1200,7001,35.8,6.0
4,涤火杰西卡,掩蔽护卫,初雪+灵知+华法琳,1200,6998,35.081,0.0
3,涤火杰西卡,饱和迸射,初雪+海蒂,300,6994,0.932,0.0
4,涤火杰西卡,饱和迸射,初雪+塞雷娅+海蒂,300,6994,0.932,6.0
4,涤火杰西卡,饱和迸射,初雪+海蒂+阿斯卡纶,300,6994,0.932,6.0
4,涤火杰西卡,饱和迸射,初雪+海蒂+予愿安洁莉娜,300,6994,0.932,6.0
4,涤火杰西卡,饱和迸射,初雪+海蒂+泥岩,300,6994,0.932,6.0
4,涤火杰西卡,饱和迸射,初雪+海蒂+和弦,300,6994,0.932,6.0
4,涤火杰西卡,饱和迸射,初雪+海蒂+夜魔,300,6994,0.932,6.0
4,涤火杰西卡,饱和迸射,初雪+海蒂+烛煌,300,6994,0.932,7.5
4,能天使,过载模式,初雪+灵知+华法琳,1200,6994,28.707,0.0
3,烛煌,众恶的焚场,海霓+华法琳,300,6993,0.817,6.0
4,烛煌,众恶的焚场,塞雷娅+海霓+华法琳,300,6993,0.817,12.0
4,烛煌,众恶的焚场,极境+海霓+华法琳,300,6993,0.817,12.0
4,烛煌,众恶的焚场,海霓+引星棘刺+华法琳,300,6993,0.817,6.0
4,烛煌,众恶的焚场,海霓+华法琳+阿斯卡纶,300,6993,0.817,12.0
4,烛煌,众恶的焚场,海霓+华法琳+予愿安洁莉娜,300,6993,0.817,12.0
4,烛煌,众恶的焚场,海霓+华法琳+泥岩,300,6993,0.817,12.0
4,烛煌,众恶的焚场,海霓+华法琳+和弦,300,6993,0.817,12.0
4,烛煌,众恶的焚场,海霓+华法琳+夜魔,300,6993,0.817,12.0
4,予愿安洁莉娜,酸橙的心事,凛御银灰+灵知+华法琳,300,6991,1.401,0.0
4,百炼嘉维尔,丛林之魂,初雪+海蒂+濯尘芙蓉,300,6990,1.019,4.5
4,涤火杰西卡,掩蔽护卫,初雪+极境+海蒂,1200,6989,35.033,6.0
4,涤火杰西卡,掩蔽护卫,初雪+海蒂+引星棘刺,1200,6989,35.033,0.0
4,艾拉,“博萨克风暴”,巫恋+海蒂+濯尘芙蓉,300,6989,1.23,4.5
4,涤火杰西卡,饱和迸射,海蒂+铃兰+灵知,1200,6987,1.239,0.0
4,忍冬,隐狐之艺,巫恋+初雪+铃兰,300,6986,1.395,0.0
4,忍冬,隐狐之艺,巫恋+初雪+铃兰,1200,6986,11.12,0.0
4,领主·Sharp,沉默的爆发,凛御银灰+初雪+灵知,300,6985,0.969,0.0
4,佩佩,时光震荡,凛御银灰+初雪+华法琳,300,6985,1.535,0.0
4,能天使,扫射模式,初雪+海蒂+华法琳,1200,6985,35.718,0.0
4,领主·Sharp,沉默的爆发,巫恋+海蒂+濯尘芙蓉,300,6983,0.968,4.5
4,烛煌,众恶的焚场,凛御银灰+海蒂+濯尘芙蓉,300,6983,0.815,4.5
4,赤刃明霄陈,赤霄·绝影-驰,巫恋+海霓+华法琳,300,6979,1.325,6.0
4,赤刃明霄陈,赤霄·绝影-驰,初雪+海霓+华法琳,300,6979,1.325,6.0
4,领主·Sharp,沉默的爆发,凛御银灰+初雪+海蒂,1200,6978,1.862,0.0
4,予愿安洁莉娜,酸橙的心事,初雪+铃兰+华法琳,1200,6975,2.018,0.0
4,烛煌,众恶的焚场,凛御银灰+巫恋+铃兰,300,6975,0.813,0.0
4,烛煌,众恶的焚场,凛御银灰+初雪+铃兰,300,6975,0.813,0.0
4,能天使,过载模式,初雪+极境+海霓,300,6974,1.398,12.0
4,能天使,过载模式,初雪+海霓+引星棘刺,300,6974,1.398,6.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+濯尘芙蓉,300,6974,0.966,4.5
4,领主·Sharp,沉默的爆发,巫恋+初雪+濯尘芙蓉,1200,6974,1.86,4.5
4,重岳,拂尘,初雪+海蒂+灵知,300,6973,1.354,0.0
4,涤火杰西卡,饱和迸射,铃兰+濯尘芙蓉+华法琳,1200,6973,1.235,4.5
4,可露希尔,Q.E.D.,海蒂+灵知+华法琳,300,6973,1.814,0.0
4,能天使,扫射模式,凛御银灰+灵知+华法琳,300,6973,1.762,0.0
4,新约能天使,开火成瘾症,凛御银灰+海霓+灵知,300,6971,0.703,6.0
3,涤火杰西卡,饱和迸射,巫恋+海蒂,300,6971,0.926,0.0
4,涤火杰西卡,饱和迸射,巫恋+塞雷娅+海蒂,300,6971,0.926,6.0
4,涤火杰西卡,饱和迸射,巫恋+海蒂+阿斯卡纶,300,6971,0.926,6.0
4,涤火杰西卡,饱和迸射,巫恋+海蒂+予愿安洁莉娜,300,6971,0.926,6.0
4,涤火杰西卡,饱和迸射,巫恋+海蒂+泥岩,300,6971,0.926,6.0
4,涤火杰西卡,饱和迸射,巫恋+海蒂+和弦,300,6971,0.926,6.0
4,涤火杰西卡,饱和迸射,巫恋+海蒂+夜魔,300,6971,0.926,6.0
4,涤火杰西卡,饱和迸射,巫恋+海蒂+烛煌,300,6971,0.926,7.5
4,史尔特尔,黄昏,初雪+海蒂+华法琳,300,6970,1.658,0.0
4,灵知,失温症,凛御银灰+巫恋+海霓,300,6970,0.763,6.0
4,灵知,失温症,凛御银灰+初雪+海霓,300,6970,0.763,6.0
4,能天使,过载模式,巫恋+铃兰+灵知,300,6969,1.396,0.0
3,涤火杰西卡,饱和迸射,铃兰+华法琳,300,6968,0.925,0.0
4,涤火杰西卡,饱和迸射,巫恋+初雪+海霓,300,6968,0.925,6.0
4,涤火杰西卡,饱和迸射,巫恋+初雪+海霓,1200,6968,1.233,6.0
4,涤火杰西卡,饱和迸射,塞雷娅+铃兰+华法琳,300,6968,0.925,6.0
4,涤火杰西卡,饱和迸射,铃兰+华法琳+阿斯卡纶,300,6968,0.925,6.0
4,涤火杰西卡,饱和迸射,铃兰+华法琳+予愿安洁莉娜,300,6968,0.925,6.0
4,涤火杰西卡,饱和迸射,铃兰+华法琳+泥岩,300,6968,0.925,6.0
4,涤火杰西卡,饱和迸射,铃兰+华法琳+和弦,300,6968,0.925,6.0
4,涤火杰西卡,饱和迸射,铃兰+华法琳+夜魔,300,6968,0.925,6.0
4,涤火杰西卡,饱和迸射,铃兰+华法琳+烛煌,300,6968,0.925,7.5
4,佩佩,阻遏混乱锤,凛御银灰+铃兰+华法琳,300,6968,1.365,0.0
4,赤刃明霄陈,赤霄·绝影-驰,海蒂+灵知+华法琳,300,6968,1.322,0.0
4,新约能天使,开火成瘾症,凛御银灰+濯尘芙蓉+华法琳,1200,6967,1.685,4.5
3,领主·Sharp,沉默的爆发,铃兰+华法琳,300,6967,0.963,0.0
4,领主·Sharp,沉默的爆发,塞雷娅+铃兰+华法琳,300,6967,0.963,6.0
4,领主·Sharp,沉默的爆发,铃兰+华法琳+阿斯卡纶,300,6967,0.963,6.0
4,领主·Sharp,沉默的爆发,铃兰+华法琳+予愿安洁莉娜,300,6967,0.963,6.0
4,领主·Sharp,沉默的爆发,铃兰+华法琳+泥岩,300,6967,0.963,6.0
4,领主·Sharp,沉默的爆发,铃兰+华法琳+和弦,300,6967,0.963,6.0
4,领主·Sharp,沉默的爆发,铃兰+华法琳+夜魔,300,6967,0.963,6.0
4,领主·Sharp,沉默的爆发,铃兰+华法琳+烛煌,300,6967,0.963,7.5
4,涤火杰西卡,饱和迸射,海蒂+铃兰+濯尘芙蓉,300,6964,0.924,4.5
4,佩佩,阻遏混乱锤,凛御银灰+巫恋+华法琳,1200,6963,2.402,0.0
4,百炼嘉维尔,丛林之魂,凛御银灰+初雪+灵知,300,6961,1.011,0.0
4,予愿安洁莉娜,酸橙的心事,海蒂+灵知+华法琳,300,6961,1.391,0.0
4,佩佩,时光震荡,凛御银灰+巫恋+华法琳,300,6961,1.527,0.0
4,能天使,过载模式,初雪+极境+灵知,1200,6958,28.553,6.0
4,能天使,过载模式,初雪+灵知+引星棘刺,1200,6958,28.553,0.0
4,隐德来希,灵与欲的惜别,凛御银灰+巫恋+华法琳,300,6956,1.739,0.0
3,新约能天使,开火成瘾症,凛御银灰+初雪,300,6955,0.699,0.0
4,新约能天使,开火成瘾症,凛御银灰+初雪+塞雷娅,300,6955,0.699,6.0
4,新约能天使,开火成瘾症,凛御银灰+初雪+阿斯卡纶,300,6955,0.699,6.0
4,新约能天使,开火成瘾症,凛御银灰+初雪+予愿安洁莉娜,300,6955,0.699,6.0
4,新约能天使,开火成瘾症,凛御银灰+初雪+泥岩,300,6955,0.699,6.0
4,新约能天使,开火成瘾症,凛御银灰+初雪+和弦,300,6955,0.699,6.0
4,新约能天使,开火成瘾症,凛御银灰+初雪+夜魔,300,6955,0.699,6.0
4,新约能天使,开火成瘾症,凛御银灰+初雪+烛煌,300,6955,0.699,7.5
4,能天使,过载模式,凛御银灰+海蒂+铃兰,300,6955,1.391,0.0
4,予愿安洁莉娜,重力自定义,巫恋+灵知+华法琳,300,6954,1.464,0.0
4,予愿安洁莉娜,重力自定义,初雪+灵知+华法琳,300,6954,1.464,0.0
4,能天使,扫射模式,巫恋+海霓+海蒂,300,6954,1.754,6.0
4,艾拉,“博萨克风暴”,铃兰+濯尘芙蓉+华法琳,300,6954,1.219,4.5
3,新约能天使,开火成瘾症,巫恋+灵知,300,6951,0.698,0.0
4,新约能天使,开火成瘾症,巫恋+塞雷娅+灵知,300,6951,0.698,6.0
4,新约能天使,开火成瘾症,巫恋+灵知+阿斯卡纶,300,6951,0.698,6.0
4,新约能天使,开火成瘾症,巫恋+灵知+予愿安洁莉娜,300,6951,0.698,6.0
4,新约能天使,开火成瘾症,巫恋+灵知+泥岩,300,6951,0.698,6.0
4,新约能天使,开火成瘾症,巫恋+灵知+和弦,300,6951,0.698,6.0
4,新约能天使,开火成瘾症,巫恋+灵知+夜魔,300,6951,0.698,6.0
4,新约能天使,开火成瘾症,巫恋+灵知+烛煌,300,6951,0.698,7.5
4,予愿安洁莉娜,酸橙的心事,凛御银灰+巫恋+华法琳,1200,6950,2.007,0.0
4,涤火杰西卡,饱和迸射,巫恋+极境+海蒂,1200,6949,1.227,6.0
4,涤火杰西卡,饱和迸射,巫恋+海蒂+引星棘刺,1200,6949,1.227,0.0
4,忍冬,隐狐之艺,巫恋+极境+华法琳,1200,6949,11.055,6.0
4,忍冬,隐狐之艺,巫恋+引星棘刺+华法琳,1200,6949,11.055,0.0
4,艾拉,“博萨克风暴”,初雪+濯尘芙蓉+华法琳,1200,6947,4.205,4.5
4,领主·Sharp,沉默的爆发,海蒂+铃兰+灵知,300,6946,0.958,0.0
4,贝洛内,军师的手段,初雪+海蒂+灵知,300,6946,1.568,0.0
4,新约能天使,开火成瘾症,初雪+铃兰+灵知,1200,6944,1.676,0.0
3,能天使,扫射模式,巫恋+华法琳,300,6942,1.749,0.0
4,能天使,扫射模式,巫恋+塞雷娅+华法琳,300,6942,1.749,6.0
4,能天使,扫射模式,巫恋+华法琳+阿斯卡纶,300,6942,1.749,6.0
4,能天使,扫射模式,巫恋+华法琳+予愿安洁莉娜,300,6942,1.749,6.0
4,能天使,扫射模式,巫恋+华法琳+泥岩,300,6942,1.749,6.0
4,能天使,扫射模式,巫恋+华法琳+和弦,300,6942,1.749,6.0
4,能天使,扫射模式,巫恋+华法琳+夜魔,300,6942,1.749,6.0
4,能天使,扫射模式,巫恋+华法琳+烛煌,300,6942,1.749,7.5
4,能天使,过载模式,初雪+海霓+铃兰,300,6940,1.386,6.0
4,史尔特尔,黄昏,巫恋+海蒂+华法琳,300,6938,1.646,0.0
4,涤火杰西卡,饱和迸射,极境+海蒂+华法琳,1200,6936,1.223,6.0
4,涤火杰西卡,饱和迸射,海蒂+引星棘刺+华法琳,1200,6936,1.223,0.0
4,领主·Sharp,沉默的爆发,凛御银灰+灵知+华法琳,1200,6934,1.844,0.0
4,谬因,混沌的本质,巫恋+濯尘芙蓉+华法琳,300,6933,1.233,4.5
4,谬因,混沌的本质,初雪+濯尘芙蓉+华法琳,300,6933,1.233,4.5
4,谬因,混沌的本质,海霓+灵知+华法琳,300,6933,1.233,6.0
4,领主·Sharp,沉默的爆发,海蒂+铃兰+华法琳,1200,6933,1.844,0.0
4,忍冬,隐狐之艺,巫恋+海蒂+濯尘芙蓉,300,6933,1.377,4.5
4,忍冬,隐狐之艺,初雪+铃兰+华法琳,1200,6933,11.028,0.0
4,赤刃明霄陈,赤霄·绝影-驰,铃兰+灵知+华法琳,300,6933,1.31,0.0
4,隐德来希,灵与欲的惜别,初雪+铃兰+华法琳,300,6929,1.728,0.0
4,可露希尔,Q.E.D.,巫恋+铃兰+华法琳,300,6927,1.795,0.0
4,忍冬,隐狐之艺,海霓+铃兰+华法琳,300,6927,1.375,6.0
4,新约能天使,开火成瘾症,极境+引星棘刺+华法琳,300,6926,0.691,6.0
4,重岳,拂尘,巫恋+海蒂+灵知,300,6925,1.337,0.0
4,能天使,过载模式,巫恋+极境+铃兰,300,6924,1.381,6.0
4,能天使,过载模式,巫恋+铃兰+引星棘刺,300,6924,1.381,0.0
3,能天使,过载模式,灵知+华法琳,300,6923,1.38,0.0
4,能天使,过载模式,塞雷娅+灵知+华法琳,300,6923,1.38,6.0
4,能天使,过载模式,灵知+华法琳+阿斯卡纶,300,6923,1.38,6.0
4,能天使,过载模式,灵知+华法琳+予愿安洁莉娜,300,6923,1.38,6.0
4,能天使,过载模式,灵知+华法琳+泥岩,300,6923,1.38,6.0
4,能天使,过载模式,灵知+华法琳+和弦,300,6923,1.38,6.0
4,能天使,过载模式,灵知+华法琳+夜魔,300,6923,1.38,6.0
4,能天使,过载模式,灵知+华法琳+烛煌,300,6923,1.38,7.5
4,涤火杰西卡,掩蔽护卫,凛御银灰+初雪+华法琳,1200,6922,34.69,0.0
4,能天使,过载模式,凛御银灰+初雪+华法琳,1200,6918,28.384,0.0
4,百炼嘉维尔,丛林之魂,巫恋+海蒂+濯尘芙蓉,300,6918,0.998,4.5
4,领主·Sharp,沉默的爆发,凛御银灰+巫恋+灵知,300,6916,0.949,0.0
3,新约能天使,开火成瘾症,海蒂+灵知,300,6915,0.689,0.0
4,新约能天使,开火成瘾症,塞雷娅+海蒂+灵知,300,6915,0.689,6.0
4,新约能天使,开火成瘾症,海蒂+灵知+阿斯卡纶,300,6915,0.689,6.0
4,新约能天使,开火成瘾症,海蒂+灵知+予愿安洁莉娜,300,6915,0.689,6.0
4,新约能天使,开火成瘾症,海蒂+灵知+泥岩,300,6915,0.689,6.0
4,新约能天使,开火成瘾症,海蒂+灵知+和弦,300,6915,0.689,6.0
4,新约能天使,开火成瘾症,海蒂+灵知+夜魔,300,6915,0.689,6.0
4,新约能天使,开火成瘾症,海蒂+灵知+烛煌,300,6915,0.689,7.5
4,涤火杰西卡,掩蔽护卫,濯尘芙蓉+灵知+华法琳,300,6914,1.401,4.5
4,新约能天使,开火成瘾症,极境+海蒂+铃兰,300,6913,0.688,6.0
4,新约能天使,开火成瘾症,海蒂+铃兰+引星棘刺,300,6913,0.688,0.0
4,真言,意识联协,凛御银灰+灵知+华法琳,300,6910,1.0,0.0
4,涤火杰西卡,饱和迸射,凛御银灰+海蒂+铃兰,1200,6907,1.214,0.0
4,涤火杰西卡,掩蔽护卫,巫恋+初雪+濯尘芙蓉,300,6905,1.398,4.5
4,涤火杰西卡,掩蔽护卫,巫恋+初雪+濯尘芙蓉,1200,6905,34.6,4.5
4,能天使,过载模式,凛御银灰+巫恋+铃兰,300,6903,1.374,0.0
4,重岳,拂尘,巫恋+铃兰+华法琳,1200,6902,2.346,0.0
4,真言,无言为真,海蒂+灵知+华法琳,300,6902,1.363,0.0
4,贝洛内,军师的手段,凛御银灰+灵知+华法琳,300,6902,1.552,0.0
4,新约能天使,开火成瘾症,初雪+极境+海霓,300,6900,0.685,12.0
4,新约能天使,开火成瘾症,初雪+海霓+引星棘刺,300,6900,0.685,6.0
4,涤火杰西卡,掩蔽护卫,极境+海蒂+华法琳,300,6900,1.396,6.0
4,涤火杰西卡,掩蔽护卫,海蒂+引星棘刺+华法琳,300,6900,1.396,0.0
4,史尔特尔,黄昏,初雪+灵知+华法琳,300,6899,1.631,0.0
4,领主·Sharp,沉默的爆发,初雪+铃兰+灵知,300,6899,0.944,0.0
4,重岳,拂尘,凛御银灰+初雪+海蒂,300,6897,1.328,0.0
4,涤火杰西卡,饱和迸射,凛御银灰+初雪+灵知,300,6892,0.904,0.0
4,真言,意识联协,巫恋+海蒂+华法琳,300,6891,0.994,0.0
4,真言,意识联协,初雪+海蒂+华法琳,300,6891,0.994,0.0
4,贝洛内,军师的手段,初雪+极境+华法琳,300,6891,1.548,6.0
4,贝洛内,军师的手段,初雪+引星棘刺+华法琳,300,6891,1.548,0.0
4,能天使,扫射模式,初雪+极境+海蒂,300,6891,1.729,6.0
4,能天使,扫射模式,初雪+海蒂+引星棘刺,300,6891,1.729,0.0
4,百炼嘉维尔,丛林之魂,凛御银灰+海蒂+灵知,300,6890,0.99,0.0
4,予愿安洁莉娜,酸橙的心事,铃兰+灵知+华法琳,300,6887,1.366,0.0
3,百炼嘉维尔,丛林之魂,铃兰+华法琳,300,6885,0.989,0.0
4,百炼嘉维尔,丛林之魂,塞雷娅+铃兰+华法琳,300,6885,0.989,6.0
4,百炼嘉维尔,丛林之魂,铃兰+华法琳+阿斯卡纶,300,6885,0.989,6.0
4,百炼嘉维尔,丛林之魂,铃兰+华法琳+予愿安洁莉娜,300,6885,0.989,6.0
4,百炼嘉维尔,丛林之魂,铃兰+华法琳+泥岩,300,6885,0.989,6.0
4,百炼嘉维尔,丛林之魂,铃兰+华法琳+和弦,300,6885,0.989,6.0
4,百炼嘉维尔,丛林之魂,铃兰+华法琳+夜魔,300,6885,0.989,6.0
4,百炼嘉维尔,丛林之魂,铃兰+华法琳+烛煌,300,6885,0.989,7.5
4,佩佩,时光震荡,初雪+铃兰+华法琳,300,6885,1.499,0.0
4,艾拉,“博萨克风暴”,凛御银灰+海蒂+灵知,300,6883,1.196,0.0
4,能天使,过载模式,凛御银灰+初雪+极境,1200,6882,28.233,6.0
4,能天使,过载模式,凛御银灰+初雪+引星棘刺,1200,6882,28.233,0.0
4,灵知,失温症,巫恋+海霓+铃兰,300,6881,0.74,6.0
4,灵知,失温症,初雪+海霓+铃兰,300,6881,0.74,6.0
4,新约能天使,开火成瘾症,海霓+铃兰+灵知,300,6879,0.68,6.0
4,新约能天使,开火成瘾症,凛御银灰+初雪+铃兰,1200,6878,1.651,0.0
4,予愿安洁莉娜,重力自定义,凛御银灰+巫恋+华法琳,300,6878,1.437,0.0
4,予愿安洁莉娜,重力自定义,凛御银灰+初雪+华法琳,300,6878,1.437,0.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+铃兰,1200,6878,1.821,0.0
4,可露希尔,Q.E.D.,凛御银灰+海蒂+华法琳,300,6878,1.776,0.0
3,新约能天使,开火成瘾症,凛御银灰+巫恋,300,6876,0.679,0.0
4,新约能天使,开火成瘾症,凛御银灰+巫恋+塞雷娅,300,6876,0.679,6.0
4,新约能天使,开火成瘾症,凛御银灰+巫恋+阿斯卡纶,300,6876,0.679,6.0
4,新约能天使,开火成瘾症,凛御银灰+巫恋+予愿安洁莉娜,300,6876,0.679,6.0
4,新约能天使,开火成瘾症,凛御银灰+巫恋+泥岩,300,6876,0.679,6.0
4,新约能天使,开火成瘾症,凛御银灰+巫恋+和弦,300,6876,0.679,6.0
4,新约能天使,开火成瘾症,凛御银灰+巫恋+夜魔,300,6876,0.679,6.0
4,新约能天使,开火成瘾症,凛御银灰+巫恋+烛煌,300,6876,0.679,7.5
4,百炼嘉维尔,丛林之魂,初雪+铃兰+灵知,300,6876,0.986,0.0
4,领主·Sharp,沉默的爆发,极境+海蒂+华法琳,300,6876,0.938,6.0
4,领主·Sharp,沉默的爆发,海蒂+引星棘刺+华法琳,300,6876,0.938,0.0
4,艾拉,“博萨克风暴”,巫恋+海霓+华法琳,1200,6873,4.149,6.0
4,赤刃明霄陈,赤霄·绝影-驰,凛御银灰+海蒂+华法琳,300,6872,1.29,0.0
4,艾拉,“博萨克风暴”,巫恋+初雪+海霓,300,6872,1.192,6.0
4,艾拉,“博萨克风暴”,巫恋+初雪+海霓,1200,6872,4.149,6.0
4,新约能天使,开火成瘾症,巫恋+极境+灵知,1200,6871,1.648,6.0
4,新约能天使,开火成瘾症,巫恋+灵知+引星棘刺,1200,6871,1.648,0.0
4,贝洛内,军师的手段,凛御银灰+初雪+海蒂,300,6871,1.54,0.0
4,百炼嘉维尔,丛林之魂,凛御银灰+巫恋+灵知,300,6870,0.984,0.0
4,能天使,扫射模式,铃兰+灵知+华法琳,300,6869,1.721,0.0
4,烛煌,众恶的焚场,海蒂+铃兰+濯尘芙蓉,300,6868,0.785,4.5
4,领主·Sharp,沉默的爆发,凛御银灰+海蒂+铃兰,300,6866,0.935,0.0
4,予愿安洁莉娜,酸橙的心事,凛御银灰+海蒂+华法琳,300,6865,1.358,0.0
4,佩佩,阻遏混乱锤,巫恋+铃兰+华法琳,1200,6863,2.354,0.0
4,能天使,扫射模式,初雪+海蒂+濯尘芙蓉,300,6863,1.718,4.5
4,重岳,拂尘,初雪+海霓+华法琳,1200,6862,2.327,6.0
